"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.00788011206450942 0.140257696025074 9.65289119283014 0.00958711565705385 0.10116350032038 4.81337627326138
"2" 0.00258064066099469 0.0192893974552862 9.92105739195066 0.0084200665772303 0.0999915805603672 5.59225894662086
"3" 0.00693748337463452 0.0155645851616282 10.6096951501546 0.00903450909958881 0.0993333633903333 8.75127849681303
"4" 0.0159240334113725 0.191102617428405 9.98921125326125 0.00991067806732349 0.0999405941041849 7.52384189411532
"5" 0.00397578503719042 0.131115166625241 10.2535560014366 0.0118121482015145 0.0985413570829243 6.64135842397809
"6" 0.0097298762301784 0.0912685193994548 9.73723717840065 0.0137746569441714 0.102623566548499 5.58222686510999
"7" 0.0196216477488698 0.239698617276736 9.9252498715155 0.0102674185216116 0.101452958558993 6.04004571039695
"8" 0.00194780639216932 0.0424000348662958 9.33320457804172 0.0113003275128616 0.100942154038682 7.49652542069089
"9" 0.0170652536193761 0.0674045421904884 10.1904031400888 0.0122770271047327 0.0987606459511477 3.92730345274322
"10" 0.0182823264682873 0.109927416032879 9.92906523951748 0.00974627787115637 0.0977462186930099 5.80885445035528
"11" 0.0118160345197523 0.199732676580315 9.95772916226092 0.0101894661901065 0.0992454557336377 6.56217214919161
"12" 0.0191971983215706 0.166910540650133 9.63822444706213 0.0111002061862137 0.0978411489838997 6.89990079426207
"13" 0.00371080431894725 0.235898375408724 10.7804177986206 0.00973530021665082 0.0908959645314287 6.25384110503364
"14" 0.00395052565512457 0.0309685416601133 10.3168614109831 0.0137630693797918 0.0914013814075982 5.05480542650912
"15" 0.0191279708790395 0.231823548043612 9.93165144734725 0.0103510351228036 0.0993838502630258 5.648102084524
"16" 0.00560996713194041 0.0804664252512157 9.91270906708238 0.010150312298064 0.103852790546974 3.57343719690107
"17" 0.0108163652726905 0.173794554366032 9.91703997607236 0.00913992148789915 0.0968503571802372 6.92720311356243
"18" 0.0111440704207057 0.238200898253126 10.6461515400779 0.00992022435132202 0.0974714201386615 8.25954928610008
"19" 0.0157554151156764 0.0401495141908526 10.0196743650446 0.00977588733360991 0.0985101613123236 3.87440602073912
"20" 0.00401120957116736 0.160417036789004 10.1567207239274 0.0134712578763771 0.0990950815562201 6.85310780047439
"21" 0.0129863206581732 0.0223550831642933 9.95949593251559 0.00960814450020377 0.105014649431714 8.098742237431
"22" 0.00848995571032981 0.0926029494288377 9.89922503842533 0.00935210163303929 0.101671919688067 8.32250771997496
"23" 0.0135726739589842 0.0248590260755736 9.44286134456822 0.0105663126030677 0.101503168471625 8.94662505295128
"24" 0.0170156652525461 0.0416207128937822 10.0292509947398 0.0102428162410585 0.101690305753688 6.74590952810831
"25" 0.0138425563530377 0.210056977835484 9.42147048717645 0.00799538827263384 0.101033004463618 5.0324029722251
"26" 0.00663872139599151 0.0353118684364017 9.39413303153237 0.0103833828616857 0.103321519477533 8.76927059877198
"27" 0.00183235411664634 0.0221381712099537 9.88069205148242 0.00923846290914055 0.101740684478728 8.87381556129549
"28" 0.00651035293131042 0.0188715273467824 9.5468038421296 0.00993959950396507 0.097582990114147 7.0746761590708
"29" 0.00599186526258453 0.020226469328627 9.54428266897664 0.010670071499526 0.100594815896324 4.9565763368737
"30" 0.00714573908828432 0.202891917841043 10.3982190791639 0.0121726570535762 0.0947709281294569 4.35307701025158
"31" 0.00295019836913794 0.19836576583446 10.1258412235252 0.0106131403811394 0.103224770903427 5.71239956794307
"32" 0.0106405072633887 0.236389086717973 9.93490783742646 0.00997717546619966 0.101274551691507 6.22456655779388
"33" 0.0191875391842464 0.137048308439553 10.0317971368494 0.00957425644351472 0.100086140587361 6.60593712725677
"34" 0.0185973808757458 0.207595038285945 9.991779200364 0.0137162830636748 0.102686488480278 8.66974578762893
"35" 0.00716411987487436 0.144768702459987 9.88312444855333 0.00916292698059329 0.107387360986392 4.30659073824063
"36" 0.00809167451633583 0.153171363823349 9.87762478028919 0.00798651709372915 0.0969812997079847 8.38853866420686
"37" 0.0156029647057804 0.217102209953591 10.1471108380894 0.0120720844038493 0.0974367884588637 5.03179919056129
"38" 0.00867602866461803 0.227881417870522 9.89151417703798 0.00956286690147136 0.10206339773895 5.40532537875697
"39" 0.00400958011250035 0.0507820870261639 9.92372842096743 0.0087399833102965 0.0999485825008088 5.29445441788994
"40" 0.0139886281678951 0.159117912921356 9.4532265619813 0.00866463148952981 0.100848163804773 4.97929732745979
"41" 0.0194870733407221 0.175037520393962 9.22313992899433 0.00826020130269958 0.105808524054581 6.75637640745845
"42" 0.00253979586537718 0.0517188809206709 9.93347096289491 0.00866966154661983 0.0995580300865626 5.42808628850617
"43" 0.00767274244485376 0.15903481066809 9.42803898053231 0.0111856914007839 0.10796689695857 5.88583435805049
"44" 0.0177989788911757 0.0747828382521402 9.80417006165529 0.0129648395514569 0.100335002576772 8.6998253489146
"45" 0.0100082963361142 0.064773845205782 9.90039035491165 0.0096810119639697 0.0989828043593365 4.49235848034732
"46" 0.0180458071609715 0.14478921215632 9.85652178623631 0.00983033879652473 0.0964387590435913 6.28849640407134
"47" 0.00736848198350053 0.190760731367627 9.22708868963119 0.0114718908787872 0.101484887316883 7.20376219449099
"48" 0.0181346496690107 0.237352358482312 9.94365423779525 0.010229743255078 0.0980943420519782 5.44392106786836
"49" 0.0181101270295563 0.0427853189327288 10.1019729260537 0.0105540638648573 0.102208438210648 6.73164743802045
"50" 0.0112266635033477 0.138151651968947 9.77994832207097 0.0147294792858145 0.102660177980644 8.45373511570506
"51" 0.00314420298443781 0.16369174453197 9.33258356559492 0.0109955587111106 0.0948442056107307 7.71396944578737
"52" 0.0122999817205761 0.079223255221732 9.88074137354734 0.0145792842580686 0.0990038164552698 5.35017929656897
"53" 0.0140471785272302 0.113905050135218 9.39354369386741 0.0134316775372753 0.10245226483697 4.28192508011125
"54" 0.0159172033142592 0.0996522928075865 9.44653066100826 0.0111750191342157 0.0999861491022421 4.43727534578647
"55" 0.0113180084545012 0.232208043236751 9.69927318811025 0.0104150910954576 0.102013928224066 4.23708271107171
"56" 0.0155097591224427 0.0558682722190861 10.0267319065586 0.0100590437389934 0.101227577848225 7.66185829823371
"57" 0.00137926801421959 0.227290970938047 9.89774111798996 0.00970519555320723 0.107430420124803 8.23798523924779
"58" 0.00292837218481023 0.11241750512505 10.699617100872 0.00974948539116359 0.0973735995291816 6.48137592442799
"59" 0.000284460033799289 0.146435059700161 9.91932876437465 0.012968971497097 0.102358451679138 7.90136869752314
"60" 0.00453319698772393 0.170741847335594 9.85730444999296 0.00981657785490822 0.0986363031207063 4.43924818583764
"61" 0.0183982660198661 0.0887221999152098 9.3362583395421 0.00776738011064464 0.0983499162252229 8.17653232370503
"62" 0.00305030785749783 0.106591373881092 9.67560958251094 0.00749718271709905 0.0906658469282815 4.40844906540588
"63" 0.0165280235725944 0.0878629983915016 10.2500694243402 0.0126907272541764 0.0974771297695761 4.23389064427465
"64" 0.0137786185964199 0.0539446556614712 9.90400024950271 0.0103500934676707 0.099261408704337 8.95433186145965
"65" 0.0170833976916352 0.0601785943820141 9.86321290806382 0.0100154377058658 0.101033771053997 8.70126996212639
"66" 0.00736823228027695 0.106057312954217 9.55628494410263 0.00633564641253434 0.103817649517047 4.92781381984241
"67" 0.014147122575429 0.0214222735934891 9.52685569839805 0.00995810266786438 0.0992827865829526 4.53992511425167
"68" 0.0166231602687526 0.0908908634830732 9.67971317764284 0.0107120630509811 0.0991142454973647 4.1703660057392
"69" 0.0184445384509542 0.222331325011328 9.83107050522396 0.0110683924356614 0.103757655212969 7.07400940929074
